date,title,url,publication,description,tags
12/30/13,TAO Quantum Tasking,http://www.spiegel.de/international/world/nsa-secret-toolbox-ant-unit-offers-spy-gadgets-for-every-need-a-941006.html,Der Spiegel,The NSA has a secret unit that produces special equipment ranging from spyware for computers and cell phones to listening posts and USB sticks that work as bugging devices. Here are some excerpts from the intelligence agency's own catalog.,"International, World, NSA Spying Scandal, United States, US Spying, Internet"
12/30/13,TAO Intro,http://www.spiegel.de/international/world/nsa-secret-toolbox-ant-unit-offers-spy-gadgets-for-every-need-a-941006.html,Der Spiegel,The NSA has a secret unit that produces special equipment ranging from spyware for computers and cell phones to listening posts and USB sticks that work as bugging devices. Here are some excerpts from the intelligence agency's own catalog.,"International, World, NSA Spying Scandal, United States, US Spying, Internet"
12/30/13,QFIRE,http://cryptome.org/2013/12/nsa-catalog.zip,Jacob Appelbaum,rawfile,
12/30/13,NSA ANT Catalog,http://www.spiegel.de/politik/deutschland/nsa-fdp-politiker-baum-fuer-eingreifen-des-generalbundesanwalts-a-941418.html,Der Spiegel,"Die jüngst durch den SPIEGEL bekannt gewordenen Ausspäh-Methoden der NSA sorgen weiter für Empörung. Der frühere Bundesinnenminister Gerhart Baum fordert den Generalbundesanwalt auf, in der Sache tätig zu werden. Ein früheres Grundsatzurteil zu Online-Ausspähungen sei betroffen. ","Online-Durchsuchung, Bundesverfassungsgericht, Geheimdienste, USA, Bundesinnenmnister, FDP, Gerhart Baum, Kanzleramt, NSA. TAO, Politik, Deutschland, NSA-Überwachung, National Security Agency (NSA), Überwachung, Bündnis 90/Die Grünen, CDU, SPD, Hacker"
12/30/13,TAO Quantum Theory,http://www.spiegel.de/netzwelt/netzpolitik/quantumtheory-wie-die-nsa-weltweit-rechner-hackt-a-941149.html,Der Spiegel,"Zum Arsenal der NSA gehört eine Methode, mit der sich nahezu jeder Rechner unbemerkt mit Spähsoftware bestücken lässt. Streng geheime Dokumente zeigen, wie das System genau funktioniert.","Netzwelt, Netzpolitik, NSA-Überwachung, National Security Agency (NSA), Computersicherheit, Botnets"
12/29/13,Inside TAO: Documents Reveal Top NSA Hacking Unit,http://www.spiegel.de/international/world/the-nsa-uses-powerful-toolbox-in-effort-to-spy-on-global-networks-a-940969.html,Der Spiegel,"The NSA's TAO hacking unit is considered to be the intelligence agency's top secret weapon. It maintains its own covert network, infiltrates computers around the world and even intercepts shipping deliveries to plant back doors in electronics ordered by those it is targeting.","International, World, NSA Spying Scandal, National Security Agency, Government Communications Headquarters, United States, United Kingdom"
12/29/13,TAO ANT Cottonmouth,http://cryptome.org/2013/12/nsa-tao-ant-pdf.pdf,Der Spiegel,rawfile,
12/23/13,NSA/CSS Mission,http://www.washingtonpost.com/world/national%20-security/edward-snowden-after-months-of-nsa-revelations-says-his-missions-accomplished/2013/12/23/49fc36de-6c1c-11e3-a523-fe73f0ff6b8d_story.html,Washington Post,Exclusive: Former NSA contractor says the debate sparked by leaked documents serves as validation,"edward snowden, snowden, nsa, national security agency, russia, moscow, interview, snowden interview, intelligence, documents, secret documents, leak, cia"
12/11/13,Xkeyscore Sources,http://www.svt.se/ug/read-the-snowden-documents-from-the-nsa,SVT,Here Uppdrag granskning [Mission: Investigation] the documents leaked by Edwards Snowden and retrieved from Glenn Greenwald that are the basis for the report about Sweden's collaboration with the NSA and the GCHQ.,
12/11/13,Xkeyscore Sweden Meeting,http://www.svt.se/ug/read-the-snowden-documents-from-the-nsa,SVT,Here Uppdrag granskning [Mission: Investigation] the documents leaked by Edwards Snowden and retrieved from Glenn Greenwald that are the basis for the report about Sweden's collaboration with the NSA and the GCHQ.,
12/11/13,Quantum from GCHQ,http://www.svt.se/ug/read-the-snowden-documents-from-the-nsa,SVT,Here Uppdrag granskning [Mission: Investigation] the documents leaked by Edwards Snowden and retrieved from Glenn Greenwald that are the basis for the report about Sweden's collaboration with the NSA and the GCHQ.,
12/11/13,NSA Slides Xkeyscore,http://www.svt.se/ug/read-the-snowden-documents-from-the-nsa,SVT,Here Uppdrag granskning [Mission: Investigation] the documents leaked by Edwards Snowden and retrieved from Glenn Greenwald that are the basis for the report about Sweden's collaboration with the NSA and the GCHQ.,
12/11/13,Baltic Region,http://www.svt.se/ug/read-the-snowden-documents-from-the-nsa,SVT,Here Uppdrag granskning [Mission: Investigation] the documents leaked by Edwards Snowden and retrieved from Glenn Greenwald that are the basis for the report about Sweden's collaboration with the NSA and the GCHQ.,
12/11/13,Final Agenda Sweden USA,http://www.svt.se/ug/read-the-snowden-documents-from-the-nsa,SVT,Here Uppdrag granskning [Mission: Investigation] the documents leaked by Edwards Snowden and retrieved from Glenn Greenwald that are the basis for the report about Sweden's collaboration with the NSA and the GCHQ.,
12/11/13,Legal Issues UK Regarding Sweden and Quantum,http://www.svt.se/ug/read-the-snowden-documents-from-the-nsa,SVT,Here Uppdrag granskning [Mission: Investigation] the documents leaked by Edwards Snowden and retrieved from Glenn Greenwald that are the basis for the report about Sweden's collaboration with the NSA and the GCHQ.,
12/11/13,NSA Internal PM on FRA,http://www.svt.se/ug/read-the-snowden-documents-from-the-nsa,SVT,Here Uppdrag granskning [Mission: Investigation] the documents leaked by Edwards Snowden and retrieved from Glenn Greenwald that are the basis for the report about Sweden's collaboration with the NSA and the GCHQ.,
12/11/13,Accomplishments from NSA,http://www.svt.se/ug/read-the-snowden-documents-from-the-nsa,SVT,Here Uppdrag granskning [Mission: Investigation] the documents leaked by Edwards Snowden and retrieved from Glenn Greenwald that are the basis for the report about Sweden's collaboration with the NSA and the GCHQ.,
12/11/13,Sweden Neutral,http://www.svt.se/ug/read-the-snowden-documents-from-the-nsa,SVT,Here Uppdrag granskning [Mission: Investigation] the documents leaked by Edwards Snowden and retrieved from Glenn Greenwald that are the basis for the report about Sweden's collaboration with the NSA and the GCHQ.,
12/11/13,Xkeyscore Slide with Swedish Example,http://www.svt.se/ug/read-the-snowden-documents-from-the-nsa,SVT,Here Uppdrag granskning [Mission: Investigation] the documents leaked by Edwards Snowden and retrieved from Glenn Greenwald that are the basis for the report about Sweden's collaboration with the NSA and the GCHQ.,
12/10/13,Ghost Machine,http://www.washingtonpost.com/blogs/the-switch/wp/2013/12/10/new-documents-show-how-the-nsa-infers-relationships-based-on-mobile-location-data/,Washington Post,A 24-page NSA whitepaper describes the agency's techniques for inferring relationships from location data.,
12/10/13,Target Location,http://www.washingtonpost.com/blogs/the-switch/wp/2013/12/10/new-documents-show-how-the-nsa-infers-relationships-based-on-mobile-location-data/,Washington Post,A 24-page NSA whitepaper describes the agency's techniques for inferring relationships from location data.,
12/10/13,NSA CSEC Partnership,http://www.cbc.ca/news/politics/snowden-document-shows-canada-set-up-spy-posts-for-nsa-1.2456886,CBC,A top secret document retrieved by American whistleblower Edward Snowden reveals Canada has set up covert spying posts around the world and conducted espionage against trading partners at the request of the U.S. National Security Agency.,
12/10/13,Location Cookies,http://www.washingtonpost.com/blogs/the-switch/wp/2013/12/10/nsa-uses-google-cookies-to-pinpoint-targets-for-hacking/,Washington Post,How the NSA piggybacks onto the tracking behaviors of commercial companies to enable exploitation and surveillance.,"NSA, Google, Privacy, Cybersecurity, "
12/10/13,GSM Classification Guide,http://www.washingtonpost.com/blogs/the-switch/wp/2013/12/10/new-documents-show-how-the-nsa-infers-relationships-based-on-mobile-location-data/,Washington Post,A 24-page NSA whitepaper describes the agency's techniques for inferring relationships from location data.,
12/10/13,Cotraveler Overview,http://www.washingtonpost.com/blogs/the-switch/wp/2013/12/10/new-documents-show-how-the-nsa-infers-relationships-based-on-mobile-location-data/,Washington Post,A 24-page NSA whitepaper describes the agency's techniques for inferring relationships from location data.,
12/9/13,NSA Video Games Paper,http://www.nytimes.com/2013/12/10/world/spies-dragnet-reaches-a-playing-field-of-elves-and-trolls.html,NY Times,,
12/5/13,Italy Spying,http://nsa.gov1.info/dni/,SVT,,
12/5/13,FRA Russia,http://espresso.repubblica.it/inchieste/2013/12/05/news/revealed-how-the-nsa-targets-italy-1.144428,L'Espresso,,
12/4/13,Chalkfun Foreignness,http://www.washingtonpost.com/world/national-security/nsa-tracking-cellphone-locations-worldwide-snowden-documents-show/2013/12/04/5492873a-5cf2-11e3-bc56-c6ca94801fac_story.html,Washington Post,Snowden documents show agency is collecting billions of records on whereabouts of mobile devices,"nsa, national security agency, cellphones, cell phones, location, whereabouts, geolocation, snowden, edward snowden, surveillance, data"
12/4/13,Fascia,http://www.washingtonpost.com/world/national-security/nsa-tracking-cellphone-locations-worldwide-snowden-documents-show/2013/12/04/5492873a-5cf2-11e3-bc56-c6ca94801fac_story.html,Washington Post,Snowden documents show agency is collecting billions of records on whereabouts of mobile devices,"nsa, national security agency, cellphones, cell phones, location, whereabouts, geolocation, snowden, edward snowden, surveillance, data"
12/2/13,G20 Summit,http://www.cbc.ca/news/politics/new-snowden-docs-show-u-s-spied-during-g20-in-toronto-1.2442448,CBC,Top secret documents retrieved by U.S. whistleblower Edward Snowden show the Harper government allowed the largest American spy agency to conduct widespread surveillance in Canada during the 2010 G8 and G20 summits.,"United States, Hacking, Summits, Australia, General news, Group of 20, Canada government, Group of 8, Canada, Canadian Broadcasting Corporation, U.S. National Security Agency, Foreign policy, Brazil government, Technology issues, Government and politics, Barack Obama, International relations, Russia, Al-Qaida, New Zealand, National Security Agency, Edward Snowden, Diplomacy, Stephen Harper"
12/2/13,DSD Data,http://www.theguardian.com/world/2013/dec/02/revealed-australian-spy-agency-offered-to-share-data-about-ordinary-citizens,Guardian,"• Secret 5-Eyes document shows surveillance partners discussing what data they can pool about their citizens• DSD indicated it could provide material without some privacy restraints imposed by other countries such as Canada• Medical, legal or religious information 'not automatically limited'• Concern that agency could be 'operating outside its legal mandate'","Surveillance,Australia news,Espionage,GCHQ,Technology,Asia Pacific,World news,The NSA files,Edward Snowden,NSA"
11/30/13,AIVD SIGINT,http://www.scribd.com/doc/188094600/CSEC-Presentation,Globe and Mail,"In early 2012, Communications Security Establishment Canada analyzed telecommunications flows surrounding Brazil’s Ministry of Mines and Energy. The ministry was described by CSEC as “a new target to develop.” 
 
Codenamed “Olympia,” the suite of analytic tools used by CSEC to parse the ministry’s telephone and Internet use was the subject of a presentation made to allied intelligence analysts inside the United States. 
 
The presentation does not explain the purpose of the CSEC surveillance. 
 
The Globe and Mail is making available a copy of a leaked presentation, in collaboration with Brazil-based American journalist Glenn Greenwald. The document was first acquired by Edward Snowden, a former U.S. National Security Agency contractor.",
11/30/13,CSEC Brazil,http://issuu.com/pimvandendool/docs/document03?e=7781744/5822935,NRC Handelsblad,A secret document of former NSA-contractor Edward Snowden shows that the AIVD use a technology called Computer Network Exploitation – CNE – to hack the web fora and collect the data.,"online magazines, digital magazines, digital magazine software, interactive magazines, digital magazine platform, create digital magazine, create digital publication, digital publication, publish digital magazine, interactive digital magazines, self-publish digital magazine, online magazine reader, free online magazine software, interactive magazine software"
11/26/13,Microsoft Cloud Exploitation,http://www.washingtonpost.com/business/technology/microsoft-suspecting-nsa-spying-to-ramp-up-efforts-to-encrypt-its-internet-traffic/2013/11/26/44236b48-56a9-11e3-8304-caf30787c0a9_story.html,Washington Post,The company is moving toward a new effort to protect its Internet traffic amid suspicions of government spying.,"technology, microsoft encryption, nsa surveillance, are they reading my email, National Security Agency, GCHQ, Microsoft, Google, Yahoo, MONKEY PUZZLE, muscular, data collection, surveillance, spying, NSA, data centers, servers, Edward Snowden"
11/26/13,Microsoft Monkey Puzzle,http://www.washingtonpost.com/business/technology/microsoft-suspecting-nsa-spying-to-ramp-up-efforts-to-encrypt-its-internet-traffic/2013/11/26/44236b48-56a9-11e3-8304-caf30787c0a9_story.html,Washington Post,The company is moving toward a new effort to protect its Internet traffic amid suspicions of government spying.,"technology, microsoft encryption, nsa surveillance, are they reading my email, National Security Agency, GCHQ, Microsoft, Google, Yahoo, MONKEY PUZZLE, muscular, data collection, surveillance, spying, NSA, data centers, servers, Edward Snowden"
11/26/13,Radicalizers Pornography,http://www.huffingtonpost.com/2013/11/26/nsa-porn-muslims_n_4346128.html?utm_hp_ref=tw#slide=3074349,Huffington Post,WASHINGTON -- The National Security Agency has been gathering records of online sexual activity and evidence of visits to pornographic websites as part of a proposed plan to harm the reputations of those whom the agency believes are radicalizing othe... ,"top-secret, document, reveals, nsa, spied, on, porn, habits, as, part, of, plan, to, discredit, 'radicalizers', politics"
11/23/13,SIGINT Strategy 2012,http://www.nytimes.com/2013/11/23/us/politics/nsa-report-outlined-goals-for-more-power.html,NY Times,,
11/23/13,NSA Malware,http://www.nrc.nl/nieuws/2013/11/23/nsa-infected-50000-computer-networks-with-malicious-software/,NRC Handelsblad,"The American intelligence service - NSA - infected more than 50,000 computer networks worldwide with malicious software designed to steal sensitive information. Documents provided by former NSA-employee Edward Snowden and seen by this newspaper, prove this.","Nieuws, English, News, Standout, De NSA-dossiers, Edward Snowden, GCHQ, Glenn Greenwald, National Security Agency, NSA"
11/22/13,Boundless Informant,http://www.dagbladet.no/2013/11/22/nyheter/edward_snowden/utenriks/usa/nsa/30444117/,Dagbladet,Journalist Glenn Greenwald explaines why he means Norwegian Intelligence Service are wrong in their interpretation of the Snowden-files.,"nyheter,edward_snowden,utenriks,usa,nsa,politikk,prism,snowden_i_norge,overvaking"
11/22/13,Boundless Informant FAQ,http://www.dagbladet.no/2013/11/22/nyheter/edward_snowden/utenriks/usa/nsa/30444117/,Dagbladet,Journalist Glenn Greenwald explaines why he means Norwegian Intelligence Service are wrong in their interpretation of the Snowden-files.,"nyheter,edward_snowden,utenriks,usa,nsa,politikk,prism,snowden_i_norge,overvaking"
11/22/13,Afghanistan Collection,http://www.dagbladet.no/2013/11/22/nyheter/edward_snowden/utenriks/usa/nsa/30444117/,Dagbladet,Journalist Glenn Greenwald explaines why he means Norwegian Intelligence Service are wrong in their interpretation of the Snowden-files.,"nyheter,edward_snowden,utenriks,usa,nsa,politikk,prism,snowden_i_norge,overvaking"
11/20/13,"Collection, Processing and Dissemination of Allied Communications",http://www.theguardian.com/world/2013/nov/20/us-uk-secret-deal-surveillance-personal-data,Guardian,• 2007 deal allows NSA to store previously restricted material• UK citizens not suspected of wrongdoing caught up in dragnet• Separate draft memo proposes US spying on 'Five-Eyes' allies,"The NSA files,NSA,Surveillance,Privacy,World news,US foreign policy,UK news,Canada,New Zealand,Australia news,US news,Data protection,Technology,GCHQ"
11/19/13,Norway Collection,http://icontherecord.tumblr.com/post/67419963949/dni-clapper-declassifies-additional-intelligence,US Government,,
11/19/13,Interim Competency Test for Access to FISA Data,http://icontherecord.tumblr.com/post/67419963949/dni-clapper-declassifies-additional-intelligence,US Government,,
11/19/13,NSA Course Materials Module 5 v.24,http://icontherecord.tumblr.com/post/67419963949/dni-clapper-declassifies-additional-intelligence,US Government,,
11/19/13,Office of General Council Business Record Analyst Training Slides,http://icontherecord.tumblr.com/post/67419963949/dni-clapper-declassifies-additional-intelligence,US Government,,
11/19/13,NSA Course Materials Module 6 Analytic Personal v.18,http://icontherecord.tumblr.com/post/67419963949/dni-clapper-declassifies-additional-intelligence,US Government,,
11/19/13,"NSA Cryptological School Course Slides on Legal, Compliance, and Minimization Procedures",http://icontherecord.tumblr.com/post/67419963949/dni-clapper-declassifies-additional-intelligence,US Government,,
11/19/13,NSA Course Materials Module 6 Tech Personnel v.25,http://icontherecord.tumblr.com/post/67419963949/dni-clapper-declassifies-additional-intelligence,US Government,,
11/19/13,NSA Guidance Memo on Legal Standards for Searching Bulk Metadata,http://icontherecord.tumblr.com/post/67419963949/dni-clapper-declassifies-additional-intelligence,US Government,,
11/19/13,United States Signals Intelligence Directive 18 Jan 25 2011,http://icontherecord.tumblr.com/post/67419963949/dni-clapper-declassifies-additional-intelligence,US Government,,
11/19/13,AG Guidelines for Domestic FBI Operations,http://icontherecord.tumblr.com/post/67419963949/dni-clapper-declassifies-additional-intelligence,US Government,,
11/19/13,United States Signals Intelligence Directive 18 Appendix J,http://icontherecord.tumblr.com/post/67419963949/dni-clapper-declassifies-additional-intelligence,US Government,,
11/19/13,NSA Core Intelligence Oversight Training,http://icontherecord.tumblr.com/post/67419963949/dni-clapper-declassifies-additional-intelligence,US Government,,
11/19/13,NSA Course Materials Intro v.13,http://icontherecord.tumblr.com/post/67419963949/dni-clapper-declassifies-additional-intelligence,US Government,,
11/19/13,NSA Course Materials Module 1 v.17,http://icontherecord.tumblr.com/post/67419963949/dni-clapper-declassifies-additional-intelligence,US Government,,
11/19/13,Verification Slide,http://www.dagbladet.no/2013/11/19/nyheter/pluss/edward_snowden/innenriks/snowden_i_norge/30338184/,Dagbladet,Viser at USA har registrert millioner av norske mobilsamtaler i sanntid.,"innenriks,pluss,nyheter,edward snowden,snowden i norge,nsa,boundless informant,nyheter pluss"
11/19/13,NSA Course Materials Module 2 v.16,http://icontherecord.tumblr.com/post/67419963949/dni-clapper-declassifies-additional-intelligence,US Government,,
11/19/13,NSA Summary of Requirements for Collection of Bulk Metadata,http://icontherecord.tumblr.com/post/67419963949/dni-clapper-declassifies-additional-intelligence,US Government,,
11/19/13,NSA Course Materials Module 3 v.22,http://icontherecord.tumblr.com/post/67419963949/dni-clapper-declassifies-additional-intelligence,US Government,,
11/19/13,NSA Metadata Collection Training Slides,http://icontherecord.tumblr.com/post/67419963949/dni-clapper-declassifies-additional-intelligence,US Government,,
11/19/13,NSA Course Materials Module 4 v.28,http://icontherecord.tumblr.com/post/67419963949/dni-clapper-declassifies-additional-intelligence,US Government,,
11/17/13,DSD 3G,http://www.theguardian.com/world/2013/nov/18/australia-tried-to-monitor-indonesian-presidents-phone,Guardian,Secret documents show Australian spies targeted the mobile calls of Susilo Bambang Yudhoyono and his wife,"The NSA files,Australia news,Indonesia,Asia Pacific,NSA,World news"
11/17/13,Royal Concierge ,http://www.spiegel.de/international/europe/gchq-monitors-hotel-reservations-to-track-diplomats-a-933914.html,Guardian,"Britain's GCHQ intelligence service monitors diplomats' travels using a sophisticated automated system that tracks hotel bookings. Once a room has been identified, it opens the door to a variety of spying options.","International, Europe, Government Communications Headquarters, NSA Spying Scandal"
11/4/13,Boundless Informant,http://www.elmundo.es/internacional/2013/11/04/52769eb561fd3d6d0a8b4582.html,El Mundo,"Precedido por los casos de Francia y Alemania, el escándalo del espionaje masivo en países europeos llegó a España el pasado lunes de la mano de la publicación en EL MUNDO que most","internacional,España Precedido,National Security Agency,información,documento,comunicación"
11/4/13,Info Sharing Partners,http://www.elmundo.es/internacional/2013/11/04/52769eb561fd3d6d0a8b4582.html,El Mundo,"Precedido por los casos de Francia y Alemania, el escándalo del espionaje masivo en países europeos llegó a España el pasado lunes de la mano de la publicación en EL MUNDO que most","internacional,España Precedido,National Security Agency,información,documento,comunicación"
11/4/13,Special Source Operations (SSO) Collection Optimization 'Midpoint' Slides - Google and Yahoo! exploitations  ,http://www.washingtonpost.com/blogs/the-switch/wp/2013/11/04/how-we-know-the-nsa-had-access-to-internal-google-and-yahoo-cloud-data/,Washington Post,New documents reveal exactly how the Post was able to determine that the NSA was peeking inside the Google and Yahoo's cloud network.,"NSA Leaks, Edward Snowden, Keith Alexander, "
11/4/13,"Special Source Operations (SSO) Intercept Program Slides -- cable programs, details of MUSCULAR",http://www.washingtonpost.com/blogs/the-switch/wp/2013/11/04/how-we-know-the-nsa-had-access-to-internal-google-and-yahoo-cloud-data/,Washington Post,New documents reveal exactly how the Post was able to determine that the NSA was peeking inside the Google and Yahoo's cloud network.,"NSA Leaks, Edward Snowden, Keith Alexander, "
11/4/13,WINDSTOP Collection 30 day period December 2012 - January 2013,http://www.washingtonpost.com/blogs/the-switch/wp/2013/11/04/how-we-know-the-nsa-had-access-to-internal-google-and-yahoo-cloud-data/,Washington Post,New documents reveal exactly how the Post was able to determine that the NSA was peeking inside the Google and Yahoo's cloud network.,"NSA Leaks, Edward Snowden, Keith Alexander, "
11/3/13,Collection Accesses 30 Nov 2009,http://www.nytimes.com/2013/11/03/world/no-morsel-too-minuscule-for-all-consuming-nsa.html,NY Times,,
11/3/13,NSA SIGINT Mission Strategic Plan  2008-2013 ,http://www.nytimes.com/2013/11/03/world/no-morsel-too-minuscule-for-all-consuming-nsa.html,NY Times,,
11/3/13,NSA SIGINT January 2007 Strategic Mission List,http://www.nytimes.com/2013/11/03/world/no-morsel-too-minuscule-for-all-consuming-nsa.html,NY Times,,
11/1/13,Corporate FAA Reporting Metrics,http://www.theguardian.com/world/2013/nov/01/nsa-data-collection-tech-firms,Guardian,"NSA leverages relationships with commercial partners to collect vast quantities of data from fibre-optic cables, file shows","NSA,Yahoo,Microsoft,Google,Technology,World news,US news,Surveillance,Data protection"
10/30/13,MUSCULAR slide 'Current Efforts on Google',http://www.washingtonpost.com/world/national-security/nsa-infiltrates-links-to-yahoo-google-data-centers-worldwide-snowden-documents-say/2013/10/30/e51d661e-4166-11e3-8b74-d89d714ca4dd_story.html,Washington Post,"Agency positioned itself to collect from among millions of accounts, many of them belonging to Americans","nsa, national security agency, data links, nsa hack, google nsa, yahoo nsa, data centers, snowden, clapper, dni, muscular"
10/30/13,"Slides on MUSCULAR program possibly from February 28, 2013",http://www.washingtonpost.com/world/national-security/nsa-infiltrates-links-to-yahoo-google-data-centers-worldwide-snowden-documents-say/2013/10/30/e51d661e-4166-11e3-8b74-d89d714ca4dd_story.html,Washington Post,"Agency positioned itself to collect from among millions of accounts, many of them belonging to Americans","nsa, national security agency, data links, nsa hack, google nsa, yahoo nsa, data centers, snowden, clapper, dni, muscular"
10/28/13,Graphic showing phone calls intercepted in Spain December 2012,http://www.elmundo.es/espana/2013/10/28/526dcbad61fd3d07678b456b.html,El Mundo,"La Agencia Nacional de Seguridad estadounidense (NSA) espió 60 millones y medio de llamadas en España tan sólo entre el mes de diciembre de 2012 y principios de enero de este año, ","espana,España,España,National Security Agency"
10/27/13,NSA SCS Slides on embassy spying (slides 3-6),http://www.spiegel.de/international/germany/cover-story-how-nsa-spied-on-merkel-cell-phone-from-berlin-embassy-a-930205.html,Der Spiegel,"According to SPIEGEL research, United States intelligence agencies have not only targeted Chancellor Angela Merkel's cellphone, but they have also used the American Embassy in Berlin as a listening station. The revelations now pose a serious threat to German-American relations.","International, Germany, NSA Spying Scandal, Angela Merkel, US Spying, Edward Snowden, Data Protection, Barack Obama, Trans-Atlantic Relations, Trans-Atlantic Free Trade"
10/25/13,"Close Access Sigads September 10, 2010 (listing French Embassy)",http://www.lemonde.fr/technologies/article/2013/10/22/the-nsa-wiretapped-french-diplomats-in-the-us_3500733_651865.html,Le Monde,The American agency set up an extensive surveillance of the French delegations in the US.,
10/25/13,"Cable regarding cyber attacks on French Presidential Network April 12, 2013",http://www.lemonde.fr/technologies/article/2013/10/22/the-nsa-wiretapped-french-diplomats-in-the-us_3500733_651865.html,Le Monde,The American agency set up an extensive surveillance of the French delegations in the US.,
10/24/13,"NSA memo to Signals Intelligence Division (SID) staff October 27, 2006 regarding monitoring of phones of world leaders",http://www.theguardian.com/world/2013/oct/24/nsa-surveillance-world-leaders-calls,Guardian,Exclusive: Revelation that US spy agency monitored leaders likely to add to mounting diplomatic tensions between the US and its allies,"The NSA files,NSA,Surveillance,US national security,Obama administration,US foreign policy,Angela Merkel,George Bush,World news,US news,European commission,François Hollande,Privacy,Data protection,Technology"
10/22/13,Prism April 2013,http://www.lemonde.fr/international/article/2013/10/24/affaire-prism-une-ligne-rouge-a-ete-franchie-denonce-la-cnil_3501948_3210.html,Le Monde,"Isabelle Falque-Perrotin, présidente de la CNIL, souhaite un accord de coopération entre les renseignements européens et américains pour mettre fin à l'espionnage.",
10/21/13,NSA PRISM slide undated - alcatel / wanadoo,http://www.lemonde.fr/technologies/article/2013/10/21/france-in-the-nsa-s-crosshair-phone-networks-under-surveillance_3499741_651865.html,Le Monde,The NSA graph shows an average of 3 million data intercepts per day in France with peaks at almost 7 million on 24 December 2012 and 7 January 2013.,
10/21/13,Boundless Informant France,http://www.lemonde.fr/technologies/article/2013/10/21/france-in-the-nsa-s-crosshair-phone-networks-under-surveillance_3499741_651865.html,Le Monde,The NSA graph shows an average of 3 million data intercepts per day in France with peaks at almost 7 million on 24 December 2012 and 7 January 2013.,
10/20/13,"NSA Cable dated November 10, 2010 discussing hacking of Mexican President's email",http://www.spiegel.de/international/world/nsa-hacked-email-account-of-mexican-president-a-928817.html,Der Spiegel,The NSA has been systematically eavesdropping on the Mexican government for years. It hacked into the president's public email account and gained deep insight into policymaking and the political system. The news is likely to hurt ties between the US and Mexico. ,"International, World, NSA Spying Scandal, Data Protection, Whistleblowers, Edward Snowden, Brazil, Internet"
10/14/13,Intellipedia entry - Special Source Organization (SSO) Collection Optimization Overview,http://www.washingtonpost.com/world/national-security/nsa-collects-millions-of-e-mail-address-books-globally/2013/10/14/8e58b5be-34f9-11e3-80c6-7e6dd8d22d8f_story.html,Washington Post,Officials and files: Many belong to Americans. The collection program intercepts e-mail address books.,"nsa, national security agency, address books, instant messaging, edward snowden."
10/14/13,NSA Special Source Organization (SSO) Slides on Content Optimization - Address Books (SCISSORS),http://www.washingtonpost.com/world/national-security/nsa-collects-millions-of-e-mail-address-books-globally/2013/10/14/8e58b5be-34f9-11e3-80c6-7e6dd8d22d8f_story.html,Washington Post,Officials and files: Many belong to Americans. The collection program intercepts e-mail address books.,"nsa, national security agency, address books, instant messaging, edward snowden."
10/14/13,NSA Special Source Organization (SSO) slides on Content Acquisition Optimization,http://www.washingtonpost.com/world/national-security/nsa-collects-millions-of-e-mail-address-books-globally/2013/10/14/8e58b5be-34f9-11e3-80c6-7e6dd8d22d8f_story.html,Washington Post,Officials and files: Many belong to Americans. The collection program intercepts e-mail address books.,"nsa, national security agency, address books, instant messaging, edward snowden."
10/6/13,Presentation on Brazilian Ministry of Mines and Energy,http://g1.globo.com/fantastico/noticia/2013/10/american-and-canadian-spies-target-brazilian-energy-and-mining-ministry.html,O Globo Fantastico,,"notícias, notícia, Fantástico"
10/4/13,Tor Stinks Presentation June 2012,http://www.theguardian.com/world/2013/oct/04/nsa-gchq-attack-tor-network-encryption,Guardian,• Top-secret documents detail repeated efforts to crack Tor• Tool is funded by US government and relied on by dissidents and activists• Agencies have failed to break core security of network but have limited success in attacking users' computers,"The NSA files,NSA,Surveillance,Privacy,Data protection,US national security,US constitution and civil liberties,Law,Technology,World news,US news,Internet,Computing"
10/4/13,"Peeling Back the Layers of Tor with Egotistical Giraffe January 8, 2007",http://www.theguardian.com/world/2013/oct/04/nsa-gchq-attack-tor-network-encryption,Guardian,• Top-secret documents detail repeated efforts to crack Tor• Tool is funded by US government and relied on by dissidents and activists• Agencies have failed to break core security of network but have limited success in attacking users' computers,"The NSA files,NSA,Surveillance,Privacy,Data protection,US national security,US constitution and civil liberties,Law,Technology,World news,US news,Internet,Computing"
10/4/13,Types of IAT (how Tor works),http://www.theguardian.com/world/2013/oct/04/nsa-gchq-attack-tor-network-encryption,Guardian,• Top-secret documents detail repeated efforts to crack Tor• Tool is funded by US government and relied on by dissidents and activists• Agencies have failed to break core security of network but have limited success in attacking users' computers,"The NSA files,NSA,Surveillance,Privacy,Data protection,US national security,US constitution and civil liberties,Law,Technology,World news,US news,Internet,Computing"
10/4/13,NSA Notes from talk on Tor by Roger Dingledine November 2007,http://articles.washingtonpost.com/2013-10-04/world/42704372_1_ramp-statistics-steganography,Washington Post,Official notes from a talk given by Roger Dingledine at the National Security Agency in November 2007.,
10/4/13,NSA Cryptanalysis and Exploitation Services Report on TOR 2006,http://js.washingtonpost.com/world/national-security/secret-nsa-documents-show-campaign-against-tor-encrypted-network/2013/10/04/610f08b6-2d05-11e3-8ade-a1f23cda135e_story.html,Washington Post,Agency has worked for years to unmask users on one the world’s most popular encryption networks.,"technology, tor, nsa, nsa against tor, the tor problem"
